scenario,planner,num_vehicles,seed,vehicle_id,success,plan_time_ms,path_length,nodes,start_error_m,goal_error_m,collision_free
road_open,rrt,20,4,9,1,0.06379999103955925,162.78495858195342,1,0.0,0.0,1
road_open,rrt,20,4,10,1,0.0653000024612993,161.80348079090965,1,0.0,0.0,1
road_open,rrt,20,4,11,1,0.0653000024612993,161.8951070673231,1,0.0,0.0,1
road_open,rrt,20,4,12,1,0.0481999886687845,165.79249454850972,1,0.0,0.0,1
road_open,rrt,20,4,13,1,0.04010001430287957,164.10681886950596,1,0.0,0.0,1
road_open,rrt,20,4,14,1,0.06719998782500625,164.99090378742505,1,0.0,0.0,1
road_open,rrt,20,4,15,1,0.0680000230204314,164.58485572862327,1,0.0,0.0,1
road_open,rrt,20,4,16,1,0.055899989092722535,163.7631430534122,1,0.0,0.0,1
road_open,rrt,20,4,17,1,0.04239997360855341,167.84385682338183,1,0.0,0.0,1
road_open,rrt,20,4,18,1,0.03890000516548753,160.96421229314342,1,0.0,0.0,1
